Y[i]    |Func
-7.30046,1.06576e-12
2.75515,0.00896565
-1.44805,0.139825
3.99462,0.000136739
1.08672,0.221039
4.07569,9.85893e-05
-0.939464,0.2566
4.96095,1.80588e-06
-2.48231,0.0183181
3.58686,0.000641477
0.762095,0.298396
6.27524,1.12189e-09
-4.40901,2.39717e-05
-1.41368,0.146873
-0.849693,0.278057
-1.34067,0.162408
-0.768831,0.296862
-3.54521,0.000744203
1.68707,0.0961308
0.203122,0.390797
0.932152,0.258362
1.79056,0.0802999
2.85915,0.00669562
1.40599,0.148475
1.46183,0.137049
2.09909,0.0440674
1.32032,0.166866
-0.814463,0.286329
-0.0705847,0.39795
2.57919,0.014335
4.04165,0.000113195
3.19107,0.00245306
7.83282,1.89777e-14
0.544816,0.343918
0.189282,0.391859
0.901001,0.265845
1.95264,0.0592882
-0.766088,0.297487
4.08638,9.43783e-05
2.61309,0.0131274
-0.780864,0.294107
-0.399616,0.368327
-0.580353,0.337111
1.87659,0.0685819
2.18655,0.0365363
3.98555,0.000141776
0.0524573,0.398394
-1.473,0.134822
3.86384,0.000228588
-0.991536,0.244019
5.76791,2.38054e-08
5.21061,5.0729e-07
0.419371,0.365359
4.06959,0.000101067
0.854482,0.276925
4.59217,1.05125e-05
-0.243197,0.387317
3.11013,0.00316569
-0.44938,0.360628
-3.70134,0.000422682
-0.517316,0.348978
-2.50477,0.0173205
1.20039,0.194096
-0.873904,0.272316
-2.33171,0.0263211
2.58656,0.0140646
-0.37293,0.372143
3.70388,0.000418721
1.8298,0.0747938
-0.43161,0.363461
-1.04674,0.230668
0.532274,0.346249
0.690538,0.314315
0.982942,0.246098
-0.652483,0.322451
1.44062,0.141333
-0.0636594,0.398135
3.38703,0.00128767
7.81954,2.10563e-14
3.62824,0.000552533
2.08788,0.045114
0.0984902,0.397012
1.85666,0.0711804
2.16705,0.0381211
0.893179,0.267717
4.66701,7.43414e-06
-0.921372,0.260957
0.594387,0.334343
0.727903,0.306095
1.07583,0.223658
3.67222,0.000470576
9.43261,1.90731e-20
2.10623,0.0434114
4.41909,2.29287e-05
3.82946,0.000260914
-3.88096,0.000213932
0.383285,0.370689
3.58877,0.000637108
2.07705,0.0461429
0.58637,0.33593
1.47459,0.134505
-1.44355,0.140739
2.40819,0.0219577
3.96747,0.000152347
3.01613,0.00422192
-1.22279,0.188898
5.7601,2.49025e-08
4.24649,4.84359e-05
-2.69017,0.0107006
-3.90119,0.000197738
2.01844,0.0520275
0.826488,0.283518
1.63432,0.104933
2.11126,0.0429527
-0.7931,0.291288
-1.96204,0.0582076
-0.560281,0.340992
1.78534,0.0810522
0.679262,0.316752
-0.768356,0.29697
0.770989,0.296369
3.36419,0.00139085
2.69437,0.0105805
0.322851,0.378683
-0.419615,0.365322
3.71662,0.000399384
-0.356302,0.374406
0.236765,0.387916
2.09661,0.0442975
2.89005,0.00612646
0.311672,0.380029
3.04038,0.00392298
3.34231,0.00149674
-2.32632,0.0266538
2.89022,0.00612344
4.7034,6.26885e-06
1.06935,0.225216
-1.12362,0.212205
6.1086,3.14815e-09
2.12397,0.0418124
-1.48979,0.131509
0.112043,0.396446
-1.97124,0.0571642
-1.02714,0.235405
0.358648,0.374092
2.61175,0.0131733
0.916718,0.262075
4.76143,4.7634e-06
5.76971,2.35607e-08
-0.598931,0.333438
3.51326,0.000833042
5.1885,5.6909e-07
0.111081,0.396489
-4.18731,6.21635e-05
0.0418432,0.398593
0.151282,0.394403
2.82517,0.00737444
-1.03772,0.232848
1.9157,0.0636795
-1.02644,0.235574
-0.997424,0.242594
-0.857953,0.276103
-0.975647,0.247862
-2.71421,0.0100276
-0.233844,0.388182
-0.787623,0.292552
1.8863,0.0673394
-0.576498,0.337863
0.607873,0.331644
-2.15641,0.0390075
0.907455,0.264299
0.520332,0.348432
-2.09764,0.0442023
-2.7301,0.00960321
4.00386,0.00013178
0.0124389,0.398911
2.34734,0.0253761
6.20886,1.69784e-09
-0.420035,0.365257
5.1169,8.23046e-07
-2.23256,0.0330052
-0.429055,0.363861
-0.756414,0.299686
1.70034,0.0939945
-1.04921,0.230074
2.48177,0.0183428
-2.24033,0.0324361
1.0416,0.23191
4.18246,6.34406e-05
-4.11707,8.32152e-05
0.269243,0.384741
1.53936,0.121998
4.05303,0.000108099
2.2017,0.035342
2.06048,0.0477524
1.40992,0.147655
-0.321034,0.378905
3.33615,0.00152786
3.93201,0.00017525
1.13215,0.210173
